tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Historia del Perú|FACIL|En la organización socioeconómica del Imperio incaico, la práctica de intercambio mutuo de trabajo entre los miembros de un ayllu se denominó:|Mita|Minca|Ayni|Chala|Tupu|2|El ayni era el sistema de trabajo recíproco y mutuo entre los miembros o familias pertenecientes a un mismo ayllu.|IA_APROBADA
Historia del Perú|FACIL|El Virreinato del Perú fue promulgado oficialmente en 1542 mediante las Leyes Nuevas dictadas por el rey:|Felipe II|Carlos I|Carlos III|Felipe V|Fernando VII|1|Las Leyes Nuevas de 1542 fueron promulgadas por el rey Carlos I de España (Carlos V del Sacro Imperio Romano Germánico).|IA_APROBADA
Historia del Perú|FACIL|La Corriente Libertadora del Sur, que logró proclamar la independencia del Perú en 1821, estuvo liderada por:|Simón Bolívar|José de San Martín|Antonio José de Sucre|José de la Riva Agüero|Toribio Rodríguez de Mendoza|1|Don José de San Martín dirigió la Corriente Libertadora del Sur e independizó Chile y Perú, proclamando la independencia en Lima el 28 de julio de 1821.|IA_APROBADA
Historia del Perú|FACIL|Durante mediados del siglo XIX, la principal riqueza exportable del estado peruano, que generó un periodo de bonanza económica conocida como la Era del Guano, fue:|El salitre|El caucho|El guano de las islas|El cobre|La plata|2|El guano de las islas de la costa peruana fue el fertilizante natural altamente demandado por Europa, generando enormes ingresos fiscales a mediados del siglo XIX.|IA_APROBADA
Historia del Perú|FACIL|El periodo conocido como el 'Oncenio', caracterizado por la modernización urbana de Lima y la penetración del capital estadounidense, corresponde al segundo gobierno de:|José Pardo y Barreda|Augusto B. Leguía|Manuel Prado Ugarteche|Luis Miguel Sánchez Cerro|Óscar R. Benavides|1|El Oncenio (1919-1930) fue el segundo gobierno de Augusto B. Leguía, caracterizado por el autoritarismo, la modernización de la capital y el endeudamiento con EE. UU.|IA_APROBADA
Historia del Perú|FACIL|La Comisión de la Verdad y Reconciliación (CVR), encargada de investigar el conflicto armado interno acontecido entre 1980 y 2000, fue creada durante el gobierno de transición de:|Alberto Fujimori|Valentín Paniagua|Alejandro Toledo|Alan García|Fernando Belaunde Terry|1|La CVR fue creada en junio de 2001 por el presidente interino Valentín Paniagua para esclarecer los hechos de violencia cometidos entre 1980 y 2000.|IA_APROBADA
Historia del Perú|MEDIA|El Tratado de Alianza Defensiva de 1873, suscrito entre las repúblicas de Perú y Bolivia antes de la Guerra del Pacífico, tuvo como propósito central:|Anexar los territorios salitreros de Antofagasta a la soberanía peruana|Garantizar la mutua defensa territorial ante eventuales agresiones de potencias extranjeras|Establecer un monopolio estatal bilateral sobre la comercialización del guano|Facilitar el tránsito de fuerzas militares sobre el altiplano andino|Financiar conjuntamente la construcción del red ferroviaria del sur|1|El Tratado Defensivo Secreto de 1873 buscaba establecer un mecanismo de disuasión y defensa mutua soberana entre el Perú y Bolivia ante cualquier afán expansionista en la región.|IA_APROBADA
Historia del Perú|MEDIA|Durante el gobierno del Oncenio de Augusto B. Leguía (1919-1930), la Ley de Conscripción Vial originó fuerte descontento popular debido a que:|Exigía a los obreros urbanos trabajar gratuitamente en fábricas estatales|Obligaba a los campesinos indígenas a brindar trabajo forzado no remunerado en obras viales|Prohibía la llegada de capitales estadounidenses para obras públicas|Expropió las tierras de los latifundistas costeños sin compensación|Incrementó los impuestos directos exclusivamente a la clase media limeña|1|La Ley de Conscripción Vial obligaba a los varones de 18 a 60 años (lo que afectó desproporcionadamente a los indígenas rurales) a trabajar gratuitamente en la construcción de carreteras, reviviendo el trabajo forzoso.|IA_APROBADA
Historia del Perú|MEDIA|En el contexto del descontento social que desencadenó la rebelión de Túpac Amaru II (1780-1781), una de las medidas fiscales de las Reformas Borbónicas que afectó directamente el comercio regional andino fue:|La anulación total del tributo pagado por los indígenas|El establecimiento de aduanas interiores y el alza del impuesto de la alcabala|La supresión definitiva de los repartos mercantiles a cargo de los corregidores|La estatización de las minas de plata de Potosí y Huancavelica|La expropiación de las tierras comunales a manos de la Iglesia católica|1|Las Reformas Borbónicas incrementaron la alcabala y crearon aduanas interiores, lo que perjudicó las rutas comerciales del sur andino articuladas por arrieros y comerciantes indígenas como Túpac Amaru II.|IA_APROBADA
Historia del Perú|MEDIA|El ideario político formulado por Víctor Raúl Haya de la Torre con la fundación del APRA en 1924 se caracterizó doctrinalmente por su llamado a:|Un corporativismo de corte fascista contrario a los sindicatos|La lucha contra el imperialismo y la unidad política de América Latina (Indoamérica)|La subordinación ideológica a los postulados del Comintern de Moscú|El libre comercio absoluto sin intervención ni regulación del Estado|El restablecimiento del orden monárquico virreinal en el Perú|1|El programa máximo del APRA planteó cinco puntos fundamentales entre los que destacaban la acción contra el imperialismo y la unificación política de América Latina o Indoamérica.|IA_APROBADA
Historia del Perú|MEDIA|La Ley de Reforma Agraria (Decreto Ley 17716) promulgada en 1969 por el Gobierno Revolucionario de las Fuerzas Armadas al mando de Juan Velasco Alvarado produjo como impacto estructural:|El afianzamiento del sistema de latifundios oligárquicos en la costa peruana|La eliminación de la burguesía agraria tradicional y la erradicación del gamonalismo|La privatización rápida de las comunidades campesinas a favor de transnacionales|El incremento inmediato del rendimiento agroexportador en el norte peruano|La restitución de encomiendas coloniales a los campesinos serranos|1|La Reforma Agraria de Velasco Alvarado expropió los grandes fundos y latifundios tanto costeños como serranos, desarticulando el poder de la oligarquía agroexportadora y del gamonalismo tradicional.|IA_APROBADA
Historia del Perú|MEDIA|Caral, ubicada en el valle de Supe, es considerada la civilización más antigua de América. Una de sus características socioculturales más resaltantes fue:|El desarrollo de una alfarería ceremonial compleja|El uso intensivo de la metalurgia del bronce|La ausencia de cerámica y la presencia de arquitectura monumental sociopolítica|El dominio militar expansivo sobre todo el territorio andino|La invención de la escritura alfabética|2|Caral se desarrolló en el Precerámico Tardío (Arcaico Superior), por lo cual no poseía cerámica, pero destacó por su arquitectura monumental piramidal y su organización teocrática.|IA_APROBADA
Historia del Perú|MEDIA|Durante el Periodo Formativo, la cultura Chavín logró consolidar su hegemonía en el espacio panandino principalmente a través de:|Un poderoso ejército profesional de conquista|El control comercial monopolizado del spondylus|El prestigio religioso de su centro ceremonial y el culto felínico|La construcción de una red vial interconectada con guarniciones|El uso exclusivo de sistemas de riego por galerías filtrantes|2|Chavín expandió su influencia ideológica mediante un culto teocrático infundido de imágenes de felinos y serpientes, convirtiendo a Chavín de Huántar en un centro de peregrinación panandino.|IA_APROBADA
Historia del Perú|MEDIA|En la estructura socio-política del Tawantinsuyo, las panacas eran grupos elitistas constituidos por:|Los jefes militares de las provincias conquistadas|Los descendientes de cada inca fallecido, excluyendo al auqui heredero|Los sacerdotes dedicados exclusivamente al culto del sol|Los yanaconas dedicados al servicio perpetuo del Estado|Los artesanos especializados provenientes de la costa norte|1|La panaca era el ayllu real formado por la descendencia del inca difunto. Su función era mantener el culto a la momia (mallqui) del inca y administrar sus bienes, exceptuando al auqui que asumía el trono.|IA_APROBADA
Historia del Perú|MEDIA|Las Reformas Borbónicas aplicadas en el Virreinato del Perú durante el siglo XVIII causaron un descontento generalizado debido a:|La abolición del tributo indígena y la mita minera|El incremento de impuestos como la alcabala y la creación de aduanas interiores|La expulsión de la orden dominica del territorio peruano|El restablecimiento del monopolio comercial exclusivo del Consulado de Lima|La prohibición absoluta del comercio con otros puertos hispanoamericanos|1|Las reformas fiscales borbónicas aumentaron la presión tributaria al elevar impuestos como la alcabala y establecer aduanas internas, lo que afectó a comerciantes criollos, mestizos e indígenas, impulsando rebeliones como la de Túpac Amaru II.|IA_APROBADA
Historia del Perú|MEDIA|El Tratado de Ancón, firmado en 1883 para poner fin a la guerra entre Perú y Chile, estipuló que:|Arica pasaba definitivamente a Chile y Tacna retornaba de inmediato al Perú|Tarapacá era cedida a Chile de forma definitiva e incondicional|Bolivia recuperaba su acceso soberano al océano Pacífico|Chile pagaría una indemnización económica por los daños causados en Lima|La provincia de Tarapacá quedaba bajo administración fiduciaria por diez años|1|El Tratado de Ancón estipuló la cesión perpetua e incondicional de la provincia de Tarapacá a favor de Chile, mientras que Tacna y Arica quedaban bajo administración chilena por un plazo de diez años.|IA_APROBADA
Historia del Perú|MEDIA|Fundado en México en 1924 por Víctor Raúl Haya de la Torre, el APRA (Alianza Popular Revolucionaria Americana) planteó en su ideario inicial:|La alianza estratégica con la oligarquía agroexportadora|El apoyo incondicional a la inversión privada de EE. UU.|La lucha contra el imperialismo y la unidad política de América Latina|La instauración inmediata de la dictadura del proletariado de tipo soviético|La devolución de tierras confiscadas a los hacendados tradicionales|2|El programa máximo del APRA planteaba la acción antiimperialista, la unificación política de América Latina (Indoamérica), la nacionalización de tierras e industrias y la solidaridad con la clase trabajadora.|IA_APROBADA
